domain,keyword_or_alias,source,weight
telecoms,software-switch,sub_domain,0.8
telecoms,speedtest,sub_domain,0.8
telecoms,srsepc,sub_domain,0.8
telecoms,srslte,sub_domain,0.8
telecoms,srsran,sub_domain,0.8
telecoms,ss7-sigtran,sub_domain,0.8
telecoms,standalone-5g,sub_domain,0.8
telecoms,status-dashboard,sub_domain,0.8
telecoms,subscriber-management,sub_domain,0.8
telecoms,swagger,sub_domain,0.8
telecoms,switch-os,sub_domain,0.8
telecoms,sysrepo,sub_domain,0.8
telecoms,tapi,sub_domain,0.8
telecoms,tcp-simulation,sub_domain,0.8
telecoms,telecom-api-evaluation,sub_domain,0.8
telecoms,telecom-load-testing,sub_domain,0.8
telecoms,telemetry,sub_domain,0.8
telecoms,telemetry-decoding,sub_domain,0.8
telecoms,telemetry-mirroring,sub_domain,0.8
telecoms,telephony,sub_domain,0.8
telecoms,telephony-carrier,sub_domain,0.8
telecoms,telephony-integration,sub_domain,0.8
telecoms,telephony-platform,sub_domain,0.8
telecoms,telstra,sub_domain,0.8
telecoms,tig-stack,sub_domain,0.8
telecoms,topology-emulation,sub_domain,0.8
telecoms,topology-management,sub_domain,0.8
telecoms,traffic-analysis,sub_domain,0.8
telecoms,traffic-analytics,sub_domain,0.8
telecoms,traffic-engineering,sub_domain,0.8
telecoms,traffic-generator,sub_domain,0.8
telecoms,traffic-simulation,sub_domain,0.8
telecoms,transcoding,sub_domain,0.8
telecoms,transport-layer,sub_domain,0.8
telecoms,ttcn3-testing,sub_domain,0.8
telecoms,turn-stun,sub_domain,0.8
telecoms,ue-emulation,sub_domain,0.8
telecoms,ue-simulation,sub_domain,0.8
telecoms,ueransim,sub_domain,0.8
telecoms,umts,sub_domain,0.8
telecoms,unified-communications,sub_domain,0.8
telecoms,unified-monitoring,sub_domain,0.8
telecoms,upf,sub_domain,0.8
telecoms,upf-deployment,sub_domain,0.8
telecoms,uptime-visibility,sub_domain,0.8
telecoms,user-plane-function,sub_domain,0.8
telecoms,userspace-forwarding,sub_domain,0.8
telecoms,ves,sub_domain,0.8
telecoms,virtual-router,sub_domain,0.8
telecoms,virtual-switching,sub_domain,0.8
telecoms,vnf-lifecycle,sub_domain,0.8
telecoms,voice-over-lte,sub_domain,0.8
telecoms,voip,sub_domain,0.8
telecoms,voip-gateway,sub_domain,0.8
telecoms,voip-infrastructure,sub_domain,0.8
telecoms,voip-load-testing,sub_domain,0.8
telecoms,voip-observability,sub_domain,0.8
telecoms,voip-routing,sub_domain,0.8
telecoms,volte,sub_domain,0.8
telecoms,vpn-gateway,sub_domain,0.8
telecoms,vpp,sub_domain,0.8
telecoms,vpp-dataplane,sub_domain,0.8
telecoms,webrtc,sub_domain,0.8
telecoms,wifi-emulation,sub_domain,0.8
telecoms,wireless-routing,sub_domain,0.8
telecoms,wireless-sdn,sub_domain,0.8
telecoms,wireless-security,sub_domain,0.8
telecoms,xapp,sub_domain,0.8
telecoms,xdp-dataplane,sub_domain,0.8
telecoms,yang-datastore,sub_domain,0.8
telecoms,yang-modeling,sub_domain,0.8
telecoms,yang-netconf-management,sub_domain,0.8
telecoms,yang-telemetry,sub_domain,0.8
trading,trading,domain_name,1.0
trading,ai-ml-for-trading,sub_domain,0.8
trading,backtesting-frameworks,sub_domain,0.8
trading,broker-exchange-connectors,sub_domain,0.8
trading,charting-visualization,sub_domain,0.8
trading,crypto-defi-dex-tools,sub_domain,0.8
trading,live-algo-execution-engines,sub_domain,0.8
trading,market-data-feeds,sub_domain,0.8
trading,options-derivatives,sub_domain,0.8
trading,order-book-market-microstructure,sub_domain,0.8
trading,paper-trading-simulation,sub_domain,0.8
trading,portfolio-risk-management,sub_domain,0.8
trading,quant-research-notebooks,sub_domain,0.8
trading,sentiment-alternative-data,sub_domain,0.8
trading,technical-analysis-libraries,sub_domain,0.8
trading,trading-bots-strategy-frameworks,sub_domain,0.8
trading,allocation,tag,0.5
trading,alpha-research,tag,0.5
trading,alternative-data,tag,0.5
trading,automation,tag,0.5
trading,backtesting,tag,0.5
trading,broker-api,tag,0.5
trading,candlesticks,tag,0.5
trading,charting,tag,0.5
trading,connectors,tag,0.5
trading,data-ingestion,tag,0.5
trading,defi,tag,0.5
trading,derivatives,tag,0.5
trading,dex,tag,0.5
trading,exchange-api,tag,0.5
trading,execution,tag,0.5
trading,finbert,tag,0.5
trading,flashbots,tag,0.5
trading,historical-data,tag,0.5
trading,indicators,tag,0.5
trading,live-trading,tag,0.5
trading,machine-learning,tag,0.5
trading,market-data,tag,0.5
trading,market-microstructure,tag,0.5
trading,matching-engine,tag,0.5
trading,mev,tag,0.5
trading,news-analytics,tag,0.5
trading,notebooks,tag,0.5
trading,options,tag,0.5
trading,order-book,tag,0.5
trading,order-routing,tag,0.5
trading,paper-trading,tag,0.5
trading,portfolio,tag,0.5
trading,quant-research,tag,0.5
trading,quant-trading,tag,0.5
trading,quantlib,tag,0.5
trading,real-time-feeds,tag,0.5
trading,reinforcement-learning,tag,0.5
trading,risk-management,tag,0.5
trading,sentiment,tag,0.5
trading,signal-generation,tag,0.5
trading,simulation,tag,0.5
trading,stocktwits,tag,0.5
trading,strategy-framework,tag,0.5
trading,strategy-simulation,tag,0.5
trading,technical-analysis,tag,0.5
trading,trading,tag,0.5
trading,trading-bot,tag,0.5
trading,uniswap,tag,0.5
trading,virtual-broker,tag,0.5
trading,visualization,tag,0.5
trading,volatility,tag,0.5
trading,backtesting framework,category,0.6
trading,defi trading sdk,category,0.6
trading,exchange/broker connector,category,0.6
trading,financial charting library,category,0.6
trading,market data feed,category,0.6
trading,ml trading framework,category,0.6
trading,options analytics library,category,0.6
trading,order book engine,category,0.6
trading,paper trading simulator,category,0.6
trading,portfolio optimization,category,0.6
trading,quant research toolkit,category,0.6
trading,sentiment & alt data,category,0.6
trading,technical analysis library,category,0.6
trading,trading bot framework,category,0.6
trading,trading execution engine,category,0.6
