repo_slug,capability_id,capability_label,domain
pyang,yang-code-generation,Yang Code Generation,telecoms
pyang,yin-conversion,Yin Conversion,telecoms
pyang,netconf-schema-validation,Netconf Schema Validation,telecoms
pyang,restconf-schema-validation,Restconf Schema Validation,telecoms
pyang,yang-uml-diagrams,Yang Uml Diagrams,telecoms
rtpengine,rtp-media-proxy,Rtp Media Proxy,telecoms
rtpengine,srtp-termination,Srtp Termination,telecoms
rtpengine,dtls-srtp-negotiation,Dtls Srtp Negotiation,telecoms
rtpengine,nat-traversal,Nat Traversal,telecoms
rtpengine,rtp-transcoding,Rtp Transcoding,telecoms
rtpengine,call-recording,Call Recording,telecoms
rtpengine,rtcp-handling,Rtcp Handling,telecoms
rtpengine,sip-media-plane,Sip Media Plane,telecoms
ryu-sdn-framework,openflow-controller,Openflow Controller,telecoms
ryu-sdn-framework,sdn-controller,Sdn Controller,telecoms
ryu-sdn-framework,netconf-client,Netconf Client,telecoms
ryu-sdn-framework,of-config-support,Of Config Support,telecoms
ryu-sdn-framework,flow-table-management,Flow Table Management,telecoms
ryu-sdn-framework,network-topology-discovery,Network Topology Discovery,telecoms
ryu-sdn-framework,packet-in-processing,Packet In Processing,telecoms
ryu-sdn-framework,rest-api,Rest Api,telecoms
ryu-sdn-framework,python-sdn-api,Python Sdn Api,telecoms
sd-ran-ran-simulator,ran-simulation,Ran Simulation,telecoms
sd-ran-ran-simulator,e2ap-interface,E2Ap Interface,telecoms
sd-ran-ran-simulator,oran-e2-node,Oran E2 Node,telecoms
sd-ran-ran-simulator,cu-du-emulation,Cu Du Emulation,telecoms
sd-ran-ran-simulator,cell-topology-model,Cell Topology Model,telecoms
sd-ran-ran-simulator,grpc-api,Grpc Api,telecoms
sd-ran-ran-simulator,dynamic-topology-control,Dynamic Topology Control,telecoms
sd-ran-ran-simulator,ue-mobility-simulation,Ue Mobility Simulation,telecoms
srsran-4g-docker,lte-enodeb,Lte Enodeb,telecoms
srsran-4g-docker,lte-epc,Lte Epc,telecoms
srsran-4g-docker,lte-ue-simulation,Lte Ue Simulation,telecoms
srsran-4g-docker,multi-ue-support,Multi Ue Support,telecoms
srsran-4g-docker,s1ap-stack,S1Ap Stack,telecoms
srsran-4g-docker,gtp-u-tunneling,Gtp U Tunneling,telecoms
srsran-4g-docker,nas-signaling,Nas Signaling,telecoms
srsran-4g-docker,subscriber-database,Subscriber Database,telecoms
upg-vpp,5g-upf,5G Upf,telecoms
upg-vpp,gtp-u-gateway,Gtp U Gateway,telecoms
upg-vpp,pfcp-agent,Pfcp Agent,telecoms
upg-vpp,user-plane-processing,User Plane Processing,telecoms
upg-vpp,packet-forwarding,Packet Forwarding,telecoms
upg-vpp,vpp-dataplane,Vpp Dataplane,telecoms
upg-vpp,gtp-tunnel-management,Gtp Tunnel Management,telecoms
vegeta,http-load-testing,Http Load Testing,telecoms
vegeta,constant-rate-traffic-generation,Constant Rate Traffic Generation,telecoms
vegeta,latency-measurement,Latency Measurement,telecoms
vegeta,throughput-benchmarking,Throughput Benchmarking,telecoms
vegeta,http2-support,Http2 Support,telecoms
vegeta,cli-tool,Cli Tool,telecoms
vegeta,go-library,Go Library,telecoms
gradiant-5g-images,5g-core-amf,5G Core Amf,telecoms
gradiant-5g-images,5g-core-smf,5G Core Smf,telecoms
gradiant-5g-images,5g-core-upf,5G Core Upf,telecoms
gradiant-5g-images,5g-ran-gnb,5G Ran Gnb,telecoms
gradiant-5g-images,cnf-container-images,Cnf Container Images,telecoms
gradiant-5g-images,dockerfile-build-pipeline,Dockerfile Build Pipeline,telecoms
gradiant-5g-images,cloud-native-network-functions,Cloud Native Network Functions,telecoms
hey,http-load-generation,Http Load Generation,telecoms
hey,http2-support,Http2 Support,telecoms
hey,concurrent-traffic-generation,Concurrent Traffic Generation,telecoms
hey,latency-measurement,Latency Measurement,telecoms
hey,throughput-benchmarking,Throughput Benchmarking,telecoms
intel-flexran,5g-phy-l1,5G Phy L1,telecoms
intel-flexran,4g-phy-l1,4G Phy L1,telecoms
intel-flexran,o-ran-fronthaul,O Ran Fronthaul,telecoms
intel-flexran,fapi-interface,Fapi Interface,telecoms
intel-flexran,baseband-processing,Baseband Processing,telecoms
intel-flexran,o-du-low-integration,O Du Low Integration,telecoms
intel-flexran,docker-image-build,Docker Image Build,telecoms
ncclient,netconf-client,Netconf Client,telecoms
ncclient,yang-rpc-execution,Yang Rpc Execution,telecoms
ncclient,vendor-extension-support,Vendor Extension Support,telecoms
ncclient,netconf-session-management,Netconf Session Management,telecoms
ncclient,python-netconf-library,Python Netconf Library,telecoms
netopeer-v1,netconf-server,Netconf Server,telecoms
netopeer-v1,netconf-cli-client,Netconf Cli Client,telecoms
netopeer-v1,yang-datastore,Yang Datastore,telecoms
netopeer-v1,ssh-transport,Ssh Transport,telecoms
netopeer-v1,netconf-1-0-support,Netconf 1 0 Support,telecoms
netopeer-v1,netconf-1-1-support,Netconf 1 1 Support,telecoms
unifyair-core,5g-core-amf,5G Core Amf,telecoms
unifyair-core,nas-protocol-handling,Nas Protocol Handling,telecoms
unifyair-core,ngap-protocol-handling,Ngap Protocol Handling,telecoms
unifyair-core,sbi-rest-interface,Sbi Rest Interface,telecoms
unifyair-core,rust-async-runtime,Rust Async Runtime,telecoms
unifyair-core,docker-container-build,Docker Container Build,telecoms
yang2swagger,yang-to-openapi-conversion,Yang To Openapi Conversion,telecoms
yang2swagger,restconf-api-generation,Restconf Api Generation,telecoms
yang2swagger,swagger-spec-generator,Swagger Spec Generator,telecoms
yang2swagger,yang-model-parser,Yang Model Parser,telecoms
yang2swagger,openapi-stub-generator,Openapi Stub Generator,telecoms
yanger,yang-validation,Yang Validation,telecoms
yanger,yang-to-yin-conversion,Yang To Yin Conversion,telecoms
yanger,openapi-generation,Openapi Generation,telecoms
yanger,swagger-plugin,Swagger Plugin,telecoms
yanger,dsdl-schema-generation,Dsdl Schema Generation,telecoms
yanger,yang-linting,Yang Linting,telecoms
